snap_km,beta_logdist,ci_low,ci_high,R2,N
0.5,-0.12331989088729099,-0.12661051378584823,-0.12002926798873376,0.10409796940567784,61062
1.0,-0.1128703217959465,-0.1161302816428296,-0.1096103619490634,0.09596254429605722,58032
2.0,-0.0970188587805709,-0.10021858834956106,-0.09381912921158074,0.07973646239934584,54199
