cluster,n,slope,intercept,r,t_abs,log10_p,p_str,stderr,slope_ci_lo,slope_ci_hi,phys_cutoff_km,min_n_per_cluster,n_boot,base_source,label_source
0,9341,0.019650602822283328,1.5100208543818752,0.02245537411888408,2.170601033795631,-1.5230748751298664,0.03,0.009053069871583547,-0.004939006160216887,0.04421624618166826,110.0,10,2000,df_used,cluster_k@base
1,16925,-0.03748902335369263,2.0255404739941207,-0.06584490774484615,8.584289798811211,-17.003381309597653,< 1e-18,0.004367166560346584,-0.04681169131883319,-0.028417527002041643,110.0,10,2000,df_used,cluster_k@base
2,1484,0.04042059079731682,2.562995711810943,0.023619402082162472,0.9095240268357063,-0.4398284864733021,0.363,0.04444147664569424,-0.023155502261492607,0.10311234061327557,110.0,10,2000,df_used,cluster_k@base
3,25670,-0.08398744995611429,2.000331193217629,-0.12643742270518313,20.420722530934693,-91.22966674716254,< 1e-92,0.004112853980993298,-0.0921174985020077,-0.07573999813259959,110.0,10,2000,df_used,cluster_k@base
