beta,se,ci_low,ci_high,R2,N,domain
-0.09648946566752972,0.0016141266884969455,-0.09965309584346864,-0.0933258354915908,0.08712004462207679,54220,continental
-0.189615241810663,0.0029476969567604774,-0.19539262168325186,-0.18383786193807414,0.1071119817602858,36839,oceanic
