lon,lat,q
-111.95,42.145,381.5
-111.95,42.145,2929.5
-116.07,40.7333,170.0
-116.15,40.6833,187.0
-115.29,34.365,221.0
-114.91,37.8983,320.6
-118.65,39.3433,170.7
-118.65,39.355,247.1
-118.63,39.3917,494.3
-122.04,44.4083,206.0
-118.61,39.405,252.3
-118.66,39.3633,506.9
-118.64,39.37,317.8
-118.64,39.3933,509.6
-118.69,39.3533,249.6
-118.67,39.3333,355.6
-118.62,39.385,468.7
-111.7,42.3067,566.1
-117.23,43.965,230.0
-120.57,42.695,515.0
-120.57,42.69,515.0
-119.78,39.3883,397.7
-113.38,42.0967,745.5
-118.45,39.9517,216.0
-118.21,39.9267,243.0
-117.78,36.0317,669.0
-117.81,36.0533,688.0
-117.79,36.0067,544.0
-117.85,36.005,226.0
-111.73,45.37,2298.8
-120.36,42.24,1222.0
-120.64,40.3817,1400.0
-118.6,41.73,265.0
-118.57,41.7183,180.9
-118.47,41.515,188.6
-107.23,32.55,182.0
-107.2,32.2333,196.0
-106.92,31.9333,186.2
-114.96,41.1383,187.0
-104.48,29.8,218.0
-104.47,29.8183,182.0
-104.5,29.8367,586.4
-104.56,29.8917,254.8
-104.49,29.8483,296.3
-104.5,29.8833,254.8
-118.01,39.8617,205.8
-114.83,44.2617,644.0
-116.31,43.8517,183.0
-117.65,40.59,287.9
-117.65,40.6067,2761.0
-119.01,39.7867,1069.3
-118.55,39.5833,318.0
-111.31,40.0983,184.0
-118.55,39.4917,1088.0
-116.62,40.5483,230.0
-112.49,38.8667,481.2
-117.66,40.6067,372.0
-118.57,39.5333,347.0
-118.55,39.5217,3330.0
-118.55,39.55,954.0
-116.61,40.5583,259.0
-112.5,38.8917,238.0
-119.0,39.8183,923.3
-118.55,39.51,385.0
-118.56,39.5317,1013.0
-116.59,40.5783,570.0
-117.65,40.6033,1088.0
-119.37,40.65,335.0
-117.65,40.61,502.0
-119.37,40.6683,2720.0
-117.64,40.5983,502.0
-119.01,39.7983,10234.4
-119.01,39.7783,3088.8
-119.02,39.79,1184.8
-116.57,40.555,430.0
-116.58,40.5683,280.0
-116.53,40.5533,210.0
-116.58,40.525,210.0
-117.64,40.5967,624.3
-117.64,40.6033,753.0
-112.9,38.475,184.0
-117.63,40.595,224.2
-117.65,40.6117,418.0
-112.9,38.475,197.0
-112.88,38.4717,427.0
-117.65,40.6,1274.0
-117.63,40.6017,201.0
-116.59,40.5833,180.0
