cluster_k4,q_scaled_robust,log10_dist_plus1
0,0.9108851526256481,2.7453527606430237
1,13321.35832232352,2.111316262568169
2,2373.734597806105,2.2983639946772048
3,5703.605273505907,2.1113982378478795
