DIST_CUTOFF_KM,Q_THR_RELEV,N_total,N_normals,N_outliers,q_median_norm,q_median_out,dist_median_norm,dist_median_out,MWU_q_stat,MWU_q_log10_p,MWU_q_p_str,MWU_q_note,MWU_dist_stat,MWU_dist_log10_p,MWU_dist_p_str,MWU_dist_note,KS_q_stat,KS_q_log10_p,KS_q_p_str,KS_q_note,KS_dist_stat,KS_dist_log10_p,KS_dist_p_str,KS_dist_note,Cohen_d_log10q
110.0,169.0,53420,51457,1963,59.5,252.0,613.0791643723097,135.59372206625392,0.0,-1233.7413271084022,< 1e-1234,normal approx (no tie correction),82738578.5,-503.5153474911029,< 1e-504,normal approx (no tie correction),1.0,-412.3330736847713,< 1e-413,asymptotic mapping,0.499847386534876,-104.02260276855661,< 1e-105,asymptotic mapping,2.2245556256933265
