N,q_min,q_max,q_mean,q_std,q_median,q_skew,q_kurtosis,q_p90,q_p95,q_p99,q_iqr_upper,thr_q_relev,N_ge_thr,share_ge_thr_pct
91059,0.1,489000.0,199.3034623537716,3401.630024340245,66.0,99.37557881526699,11907.440541970134,188.0,339.0,1712.5199999999895,169.0,169.0,10347,11.362962474878925
