model,dist_col,slope_a,intercept_b,R2,N,CUT_KM,VMIN,VMAX
PROTOCOL_MIN,dist_min_km,-0.15684352627800172,2.226325818057642,0.05953886710741285,53420,110.0,-1.0,1.0
