lat,lon,q,dist_min_km,dist_gem_km,dist_pb_km
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.53972,161.40611,140.45,4784.697844321811,4784.697844321811,4784.722851873056
-77.44,-161.18,103.0,4492.2365468961825,4492.287923861846,4492.2365468961825
-77.43666667,164.38,75.5876,4605.879884224844,4605.879884224844,4606.050495501428
-77.43666667,164.38,75.5876,4605.879884224844,4605.879884224844,4606.050495501428
-77.43666667,164.38,75.5876,4605.879884224844,4605.879884224844,4606.050495501428
-77.43666667,164.38,75.5876,4605.879884224844,4605.879884224844,4606.050495501428
-77.43,-169.77,97.0,4268.620853918586,4268.67439738632,4268.620853918586
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.38,161.81028,79.42,4693.435476991711,4693.435476991711,4693.460515685398
-77.12,176.7283333,72.83,4121.0922314076615,4121.0922314076615,4121.275719742138
-77.12,176.7283333,72.83,4121.0922314076615,4121.0922314076615,4121.275719742138
-77.11166667,178.035,110.9,4106.637246387073,4106.637246387073,4106.82119001505
-77.11166667,178.035,110.9,4106.637246387073,4106.637246387073,4106.82119001505
-77.11166667,179.0033333,119.3,4102.30796493094,4102.30796493094,4102.492099746157
-77.11166667,179.0033333,119.3,4102.30796493094,4102.30796493094,4102.492099746157
-77.006,-163.719,60.0,4197.6803550736995,4197.73250657889,4197.6803550736995
-76.77,166.87,117.0,4195.31790460571,4195.31790460571,4195.490602625518
-76.705,179.9666667,113.8,3900.9344873851674,3900.9344873851674,3901.11868658799
-76.705,179.9666667,113.8,3900.9344873851674,3900.9344873851674,3901.11868658799
-76.16388889,165.0933333,84.0,4004.125178056941,4004.125178056941,4004.2928616944673
-76.16388889,165.0933333,84.0,4004.125178056941,4004.125178056941,4004.2928616944673
-76.16111111,165.0719444,84.0,4003.9361866916024,4003.9361866916024,4004.1038188332423
-76.16111111,165.0719444,84.0,4003.9361866916024,4003.9361866916024,4004.1038188332423
-76.12166667,165.1216667,84.0,3984.961479684681,3984.961479684681,3985.1290625096026
-76.12166667,165.1216667,84.0,3984.961479684681,3984.961479684681,3985.1290625096026
-76.10694444,164.9858333,84.0,3985.0693816178305,3985.0693816178305,3985.2366446869723
-76.10694444,164.9858333,84.0,3985.0693816178305,3985.0693816178305,3985.2366446869723
-76.10472222,164.9877778,84.0,3984.04340764853,3984.04340764853,3984.210666155934
-76.10472222,164.9877778,84.0,3984.04340764853,3984.04340764853,3984.210666155934
-76.08161991,164.8902038,66.3,3978.9120237908,3978.9120237908,3979.079002962105
-76.0781233,164.8948659,66.3,3977.226318396163,3977.226318396163,3977.393293390246
-76.05,164.915,84.0,3964.5000094884595,3964.5000094884595,3964.666916455313
-76.05,164.915,84.0,3964.5000094884595,3964.5000094884595,3964.666916455313
-76.04833333,164.8925,84.0,3964.8646603566335,3964.8646603566335,3965.031516293255
-76.04833333,164.8925,84.0,3964.8646603566335,3964.8646603566335,3965.031516293255
-76.04333333,164.9883333,84.0,3958.258920223758,3958.258920223758,3958.425946900529
-76.04333333,164.9883333,84.0,3958.258920223758,3958.258920223758,3958.425946900529
-76.0425,165.0038889,84.0,3957.179455738628,3957.179455738628,3957.3465100252806
-76.0425,165.0038889,84.0,3957.179455738628,3957.179455738628,3957.3465100252806
-76.02305178,164.897197,66.3,3954.084155337348,3954.084155337348,3954.2509228972285
-76.0,167.57,135.0,3827.137733973173,3827.137733973173,3827.309513414485
-75.76,158.84,50.0,4075.240986741841,4075.240986741841,4075.264847753734
-75.68,160.8,50.0,3958.3856998018136,3958.3856998018136,3958.410027289507
-75.66,161.21,50.0,3933.7239106505917,3933.7239106505917,3933.7483310060948
-75.13027778,165.2869444,104.0,3571.7128173267006,3571.7128173267006,3571.738004688107
-75.13027778,165.2869444,104.0,3571.7128173267006,3571.7128173267006,3571.738004688107
-75.05611111,165.7077778,104.0,3526.889676572375,3526.889676572375,3527.054120033269
-75.05611111,165.7077778,104.0,3526.889676572375,3526.889676572375,3527.054120033269
-75.031,-101.939,52.4,5798.884142380511,5809.605812089494,5798.884142380511
-75.02083333,165.9194444,104.0,3502.713449620434,3502.713449620434,3502.878227403912
